Id,Function,threads,gpus,P,Q,mtxfmt,nb,transA,transB,m,n,k,lda,ldb,ldc,alpha,beta,seedA,seedB,seedC,tsub,time,gflops,setup,core
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.029703e+01,1.680123e+01,single,23
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.176588e+01,4.775882e+01,single,10
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.036938e+01,1.678778e+01,single,20
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.192498e+01,4.752081e+01,single,2
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.046760e+01,1.676955e+01,single,29
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.023026e+01,1.681366e+01,single,22
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.176714e+01,4.775694e+01,single,8
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.033445e+01,1.679427e+01,single,30
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.031671e+01,1.679757e+01,single,27
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.010362e+01,1.683729e+01,single,21
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.180996e+01,4.769265e+01,single,10
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.014798e+01,1.682901e+01,single,20
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.174510e+01,4.779008e+01,single,0
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.030359e+01,1.680001e+01,single,24
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.028403e+01,1.680365e+01,single,24
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.188938e+01,4.757386e+01,single,4
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.190761e+01,4.754668e+01,single,2
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.024605e+01,1.681072e+01,single,24
0,dgemm,24,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,2.495065e+00,6.080408e+02,all,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.026591e+01,1.680702e+01,single,29
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.023182e+01,1.681337e+01,single,27
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.021251e+01,1.681697e+01,single,23
0,dgemm,8,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,4.062019e+00,3.734845e+02,pcores,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.188699e+01,4.757743e+01,single,4
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.172327e+01,4.782297e+01,single,8
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.016913e+01,1.682506e+01,single,18
0,dgemm,16,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,4.523319e+00,3.353955e+02,ecores,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.026786e+01,1.680666e+01,single,25
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.177431e+01,4.774616e+01,single,15
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.012573e+01,1.683316e+01,single,23
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.176975e+01,4.775300e+01,single,10
0,dgemm,8,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,4.060012e+00,3.736691e+02,pcores,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.033008e+01,1.679508e+01,single,28
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.018330e+01,1.682242e+01,single,17
0,dgemm,24,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,2.514851e+00,6.032568e+02,all,-1
0,dgemm,16,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,4.521945e+00,3.354974e+02,ecores,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.024327e+01,1.681124e+01,single,25
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.024730e+01,1.681049e+01,single,19
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.024315e+01,1.681126e+01,single,18
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.034415e+01,1.679247e+01,single,28
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.188969e+01,4.757340e+01,single,10
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.019631e+01,1.681999e+01,single,29
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189037e+01,4.757239e+01,single,12
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.009567e+01,1.683878e+01,single,20
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.190579e+01,4.754940e+01,single,2
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.194233e+01,4.749501e+01,single,0
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.188733e+01,4.757693e+01,single,14
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.190103e+01,4.755649e+01,single,2
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.014231e+01,1.683007e+01,single,19
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.172610e+01,4.781871e+01,single,0
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189555e+01,4.756466e+01,single,15
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.191486e+01,4.753589e+01,single,10
0,dgemm,24,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,2.509431e+00,6.045597e+02,all,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.009404e+01,1.683908e+01,single,18
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.017489e+01,1.682398e+01,single,31
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189173e+01,4.757037e+01,single,4
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.005574e+01,1.684624e+01,single,22
0,dgemm,16,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,4.545555e+00,3.337549e+02,ecores,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.013134e+01,1.683212e+01,single,22
0,dgemm,16,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,4.525514e+00,3.352329e+02,ecores,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.191141e+01,4.754102e+01,single,0
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,8.998853e+01,1.685883e+01,single,16
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.018306e+01,1.682246e+01,single,24
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.176750e+01,4.775638e+01,single,6
0,dgemm,24,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,2.518010e+00,6.024999e+02,all,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.013635e+01,1.683118e+01,single,17
0,dgemm,24,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,2.477876e+00,6.122587e+02,all,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.016274e+01,1.682625e+01,single,31
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.015349e+01,1.682798e+01,single,24
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.017127e+01,1.682466e+01,single,28
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.018703e+01,1.682172e+01,single,30
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.011424e+01,1.683531e+01,single,23
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.021985e+01,1.681560e+01,single,30
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.170528e+01,4.785010e+01,single,15
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.004992e+01,1.684733e+01,single,16
0,dgemm,8,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,4.068696e+00,3.728715e+02,pcores,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.025065e+01,1.680986e+01,single,25
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.015773e+01,1.682719e+01,single,17
