Id,Function,threads,gpus,P,Q,mtxfmt,nb,transA,transB,m,n,k,lda,ldb,ldc,alpha,beta,seedA,seedB,seedC,tsub,time,gflops,setup,core
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.015078e+01,1.682849e+01,single,19
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.005956e+01,1.684553e+01,single,21
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.010644e+01,1.683677e+01,single,16
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.188256e+01,4.758404e+01,single,12
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.010159e+01,1.683767e+01,single,20
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.188350e+01,4.758264e+01,single,8
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.187978e+01,4.758820e+01,single,10
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.026183e+01,1.680778e+01,single,30
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189392e+01,4.756709e+01,single,15
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.023013e+01,1.681369e+01,single,27
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.015702e+01,1.682732e+01,single,22
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189488e+01,4.756566e+01,single,6
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.005010e+01,1.684730e+01,single,16
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.003800e+01,1.684956e+01,single,27
0,dgemm,24,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,2.517385e+00,6.026495e+02,all,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.170142e+01,4.785593e+01,single,12
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.176569e+01,4.775911e+01,single,8
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.020122e+01,1.681907e+01,single,28
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.018629e+01,1.682186e+01,single,31
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.015439e+01,1.682781e+01,single,16
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.177234e+01,4.774911e+01,single,6
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.019893e+01,1.681950e+01,single,31
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189286e+01,4.756868e+01,single,14
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.019821e+01,1.681964e+01,single,26
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.188575e+01,4.757928e+01,single,10
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.009992e+01,1.683799e+01,single,18
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.191334e+01,4.753815e+01,single,0
0,dgemm,16,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,4.541905e+00,3.340230e+02,ecores,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.177649e+01,4.774287e+01,single,14
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189504e+01,4.756542e+01,single,14
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.032097e+01,1.679678e+01,single,29
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.024434e+01,1.681104e+01,single,27
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.007255e+01,1.684310e+01,single,18
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.010977e+01,1.683614e+01,single,21
0,dgemm,24,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,2.513943e+00,6.034748e+02,all,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.009078e+01,1.683969e+01,single,20
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.014749e+01,1.682910e+01,single,21
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.013622e+01,1.683120e+01,single,25
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.015366e+01,1.682795e+01,single,30
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189226e+01,4.756957e+01,single,14
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.170956e+01,4.784365e+01,single,4
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.015777e+01,1.682718e+01,single,28
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189560e+01,4.756459e+01,single,14
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.005831e+01,1.684576e+01,single,20
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.019049e+01,1.682108e+01,single,16
0,dgemm,16,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,4.525526e+00,3.352320e+02,ecores,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.015533e+01,1.682764e+01,single,21
0,dgemm,16,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,4.528600e+00,3.350044e+02,ecores,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.008499e+01,1.684078e+01,single,17
0,dgemm,16,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,4.526586e+00,3.351535e+02,ecores,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.009238e+01,1.683939e+01,single,21
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189474e+01,4.756586e+01,single,6
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.025164e+01,1.680968e+01,single,30
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189450e+01,4.756622e+01,single,2
0,dgemm,8,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,4.072460e+00,3.725269e+02,pcores,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.016648e+01,1.682555e+01,single,26
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.003463e+01,1.685019e+01,single,18
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.170031e+01,4.785761e+01,single,15
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189236e+01,4.756941e+01,single,6
0,dgemm,24,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,2.471530e+00,6.138307e+02,all,-1
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.018897e+01,1.682136e+01,single,28
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.020524e+01,1.681833e+01,single,28
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.190565e+01,4.754960e+01,single,0
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.007638e+01,1.684238e+01,single,23
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189466e+01,4.756598e+01,single,10
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.006754e+01,1.684404e+01,single,18
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.009303e+01,1.683927e+01,single,23
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.009978e+01,1.683801e+01,single,22
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.007329e+01,1.684296e+01,single,23
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189065e+01,4.757197e+01,single,12
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.011450e+01,1.683526e+01,single,21
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.016066e+01,1.682664e+01,single,26
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189494e+01,4.756557e+01,single,2
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.004706e+01,1.684787e+01,single,17
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.014704e+01,1.682918e+01,single,31
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,3.189507e+01,4.756538e+01,single,6
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.017939e+01,1.682315e+01,single,26
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.006960e+01,1.684365e+01,single,20
0,dgemm,1,0,1,1,0,912,111,111,9120,9120,9120,9120,9120,9120,4.892778e-01,-1.846424e-01,1649760492,596516649,1189641421,0.000000e+00,9.020455e+01,1.681845e+01,single,26
